index,whisky,score,reviews,cost,class,cluster,country,type
939,Compass Box The Circus,8.85,5,5,Scotch-like,N,Scotland,Blend
940,Powers 12yo John's Lane,8.84,16,4,Scotch-like,N,Ireland,Blend
941,Ballantine's 17yo,8.78,14,4,Scotch-like,N,Scotland,Blend
942,High West Campfire,8.78,14,4,Scotch-like,N,USA,Blend
943,Yellow Spot,8.76,15,4,Scotch-like,N,Ireland,Blend
944,Chivas Regal 25yo,8.75,8,6,Scotch-like,N,Scotland,Blend
945,Grant's 18yo,8.71,6,3,Scotch-like,N,Scotland,Blend
946,The Irishman Cask Strength,8.66,4,5,Scotch-like,N,Ireland,Blend
947,Hankey Bannister 12yo Regency,8.65,7,2,Scotch-like,N,Scotland,Blend
948,Hankey Bannister Heritage,8.64,5,2,Scotch-like,N,Scotland,Blend
949,Powers 12yo Reserve,8.61,6,3,Scotch-like,N,Ireland,Blend
950,Jameson 18yo Limited Reserve,8.6,10,5,Scotch-like,N,Ireland,Blend
951,Compass Box Great King St Artist's Blend,8.59,21,2,Scotch-like,N,Scotland,Blend
952,Hankey Bannister 21yo Partner's Reserve,8.55,5,4,Scotch-like,N,Scotland,Blend
953,Jameson Round Irish Whiskey,8.55,3,4,Scotch-like,N,Ireland,Blend
954,Chivas Royal Salute 21yo,8.53,8,5,Scotch-like,N,Scotland,Blend
955,Compass Box Great King St Glasgow Blend,8.53,14,3,Scotch-like,N,Scotland,Blend
956,Johnnie Walker Blue Label,8.53,17,5,Scotch-like,N,Scotland,Blend
957,Johnnie Walker Green Label,8.53,21,4,Scotch-like,N,Scotland,Blend
958,Teeling Single Grain (Wine Cask Finish),8.52,11,3,Scotch-like,N,Ireland,Grain
959,The Nikka 12yo Premium Blended,8.52,5,4,Scotch-like,N,Japan,Blend
960,Cutty Sark Prohibition,8.5,14,2,Scotch-like,N,Scotland,Blend
961,Ichiro's Malt & Grain,8.5,3,5,Scotch-like,N,Japan,Blend
962,Jameson Cooper's Croze Irish Whiskey,8.49,8,4,Scotch-like,N,Ireland,Blend
963,Johnnie Walker Exploreräó»s Club The Gold Route,8.49,8,4,Scotch-like,N,Scotland,Blend
964,Writers Tears Pot Still Irish Whiskey,8.49,19,2,Scotch-like,N,Ireland,Blend
965,Nikka Coffey Grain,8.48,18,4,Scotch-like,N,Japan,Grain
966,Compass Box Delilah's,8.47,8,4,Scotch-like,N,Scotland,Blend
967,Compass Box Hedonism,8.47,18,4,Scotch-like,N,Scotland,Blend
968,Famous Grouse Gold Reserve 12yo,8.47,10,2,Scotch-like,N,Scotland,Blend
969,Grant's 12yo,8.47,5,2,Scotch-like,N,Scotland,Blend
970,Jameson Blender's Dog Irish Whiskey,8.46,6,4,Scotch-like,N,Ireland,Blend
971,Jameson Gold Reserve,8.46,10,4,Scotch-like,N,Ireland,Blend
972,Tí© Bheag,8.46,15,2,Scotch-like,N,Scotland,Blend
973,Johnnie Walker Double Black,8.43,15,2,Scotch-like,N,Scotland,Blend
974,Powers Signature Release,8.43,6,3,Scotch-like,N,Ireland,Blend
975,Johnnie Walker Platinum Label,8.42,17,4,Scotch-like,N,Scotland,Blend
976,Three Ships 10yo,8.41,9,4,Scotch-like,N,South Africa,Blend
977,Johnnie Walker 10yo Rye Cask Finish,8.39,6,3,Scotch-like,N,Scotland,Blend
978,Kirin 50% Blend (Fuji Gotemba),8.39,3,4,Scotch-like,N,Japan,Blend
979,Jameson Signature Reserve,8.38,5,2,Scotch-like,N,Ireland,Blend
980,Johnnie Walker Exploreräó»s Club The Spice Road,8.38,9,2,Scotch-like,N,Scotland,Blend
981,Jameson 12yo Special Reserve,8.37,11,4,Scotch-like,N,Ireland,Blend
982,Jameson Select Reserve (Black Barrel),8.37,18,2,Scotch-like,N,Ireland,Blend
983,Johnnie Walker Exploreräó»s Club The Royal Route,8.35,8,5,Scotch-like,N,Scotland,Blend
984,Suntory Old Whisky,8.32,8,3,Scotch-like,N,Japan,Blend
985,Suntory The Chita Single Grain,8.32,7,3,Scotch-like,N,Japan,Blend
986,Johnnie Walker Gold Label Reserve,8.31,18,4,Scotch-like,N,Scotland,Blend
987,The Irishman Founderäó»s Reserve,8.3,8,2,Scotch-like,N,Ireland,Blend
988,Jameson Bold Irish Whiskey,8.29,4,4,Scotch-like,N,Ireland,Blend
989,Jameson Distiller's Safe Irish Whiskey,8.26,7,4,Scotch-like,N,Ireland,Blend
990,Johnnie Walker 12yo Black Label,8.26,24,2,Scotch-like,N,Scotland,Blend
991,Blandnoch Pure Scot,8.24,5,3,Scotch-like,N,Scotland,Blend
992,Glendalough Double Barrel,8.24,7,2,Scotch-like,N,Ireland,Grain
993,Chivas Regal 18yo,8.23,15,4,Scotch-like,N,Scotland,Blend
994,Suntory Toki,8.23,10,3,Scotch-like,N,Japan,Blend
995,Jameson Caskmates Stout Edition,8.22,9,2,Scotch-like,N,Ireland,Blend
996,Jameson Crested Irish Whiskey,8.22,4,2,Scotch-like,N,Ireland,Blend
997,Compass Box Asyla,8.19,14,3,Scotch-like,N,Scotland,Blend
998,Black Bottle (pre-2013),8.18,15,2,Scotch-like,N,Scotland,Blend
999,Kilbeggan 8yo Single Grain (Greenore),8.15,12,2,Scotch-like,N,Ireland,Grain
1000,Bain's Cape Mountain Whisky,8.14,9,2,Scotch-like,N,South Africa,Grain
1001,Famous Jubilee,8.14,3,2,Scotch-like,N,Scotland,Blend
1002,Teeling Poitin,8.14,5,2,Scotch-like,N,Ireland,Blend
1003,The Irishman Original Clan Irish Whiskey,8.14,4,2,Scotch-like,N,Ireland,Blend
1004,Bank Note 5yo Blended Scotch,8.1,5,0,Scotch-like,N,Scotland,Blend
1005,Yamazakura 16yo Blended Whisky,8.08,3,5,Scotch-like,N,Japan,Blend
1006,Catto's 12yo,8.06,5,2,Scotch-like,N,Scotland,Blend
1007,2 Gingers Irish Whiskey,8.05,3,2,Scotch-like,N,Ireland,Blend
1008,Cutty Sark Storm,8.05,8,0,Scotch-like,N,Scotland,Blend
1009,Three Ships 5yo,8.05,9,0,Scotch-like,N,South Africa,Blend
1010,Black Bottle (after 2013 re-launch),8.02,13,2,Scotch-like,N,Scotland,Blend
1011,Catto's Rare Old,8.02,5,0,Scotch-like,N,Scotland,Blend
1012,Kakubin (Suntory Whisky),8.01,5,2,Scotch-like,N,Japan,Blend
1013,West Cork Original Irish Whiskey,8.01,3,2,Scotch-like,N,Ireland,Blend
1014,Grant's Blended Sherry Cask,8,6,0,Scotch-like,N,Scotland,Blend
1015,Powers Gold Label,7.99,12,2,Scotch-like,N,Ireland,Blend
1016,Tullamore Dew Blended 12yo,7.98,10,3,Scotch-like,N,Ireland,Blend
1017,Famous Grouse Smoky Black (Black Grouse),7.95,20,2,Scotch-like,N,Scotland,Blend
1018,Teacher's Highland Cream,7.95,11,0,Scotch-like,N,Scotland,Blend
1019,Dewar's 12yo,7.94,14,2,Scotch-like,N,Scotland,Blend
1020,Highland Queen,7.92,3,0,Scotch-like,N,Scotland,Malt
1021,Grand Macnish,7.91,6,0,Scotch-like,N,Scotland,Blend
1022,Islay Mist 8yo,7.91,9,0,Scotch-like,N,Scotland,Blend
1023,Jameson Lively Irish Whiskey,7.9,3,4,Scotch-like,N,Ireland,Blend
1024,Johnnie Walker Exploreräó»s Club The Adventurer,7.88,3,2,Scotch-like,N,Scotland,Blend
1025,Hankey Bannister Original,7.87,6,0,Scotch-like,N,Scotland,Blend
1026,Tullamore Dew Blended,7.84,19,2,Scotch-like,N,Ireland,Blend
1027,Jameson Irish Whiskey,7.83,21,2,Scotch-like,N,Ireland,Blend
1028,Chivas Regal 12yo,7.79,23,2,Scotch-like,N,Scotland,Blend
1029,Grant's Family Reserve Blended,7.69,14,0,Scotch-like,N,Scotland,Blend
1030,The Quiet Man Traditional Irish Whiskey,7.69,8,2,Scotch-like,N,Ireland,Blend
1031,Bushmills Original Blended,7.67,17,2,Scotch-like,N,Ireland,Blend
1032,Famous Grouse,7.65,20,0,Scotch-like,N,Scotland,Blend
1033,Compass Box Orangerie,7.64,9,2,Scotch-like,N,Scotland,Blend
1034,Ballantine's Finest,7.62,12,0,Scotch-like,N,Scotland,Blend
1035,White Oak Akashi Blended,7.59,8,3,Scotch-like,N,Japan,Blend
1036,Bell's Original Scotch Whisky,7.57,8,0,Scotch-like,N,Scotland,Blend
1037,Cutty Sark,7.54,15,0,Scotch-like,N,Scotland,Blend
1038,Dewar's White Label,7.51,14,2,Scotch-like,N,Scotland,Blend
1039,Whyte & Mackay Special Reserve,7.47,7,0,Scotch-like,N,Scotland,Blend
1040,Johnnie Walker Red Label,7.36,21,0,Scotch-like,N,Scotland,Blend
1041,P&M Blended Whisky,7.31,5,0,Scotch-like,N,France,Blend
1042,Passport Blended Scotch,7.29,8,0,Scotch-like,N,Scotland,Blend
1043,J&B Rare,6.95,11,0,Scotch-like,N,Scotland,Blend
1044,Yamazakura Blended Whisky,6.69,3,3,Scotch-like,N,Japan,Blend
1045,Booker's Rye,9.2,9,6,Rye-like,R4,USA,Rye
1046,Lot 40 Cask Strength (Single Cask),9.18,6,4,Rye-like,N,Canada,Rye
1047,High West Rocky Mountain Rye 21yo,9.15,9,6,Rye-like,R4,USA,Rye
1048,Thomas H. Handy Sazerac,9.11,18,6,Rye-like,R4,USA,Rye
1049,High West Rocky Mountain Rye 16yo,9.1,6,5,Rye-like,R4,USA,Rye
1050,Lot 40 Cask Strength 12 Year Old (2017),9.1,10,4,Rye-like,N,Canada,Rye
1051,High West Midwinter Nightäó»s Dram Rye,9.09,14,5,Rye-like,R4,USA,Rye
1052,Van Winkle Family Reserve Rye 13yo,9.07,10,6,Rye-like,R4,USA,Rye
1053,Canadian Club 30yo,9,6,5,Rye-like,N,Canada,Blend
1054,Gibson's Finest Rare 18yo,8.98,10,4,Rye-like,N,Canada,Blend
1055,Canadian Club 40yo,8.97,8,5,Rye-like,N,Canada,Blend
1056,J.P. Wiser's Legacy,8.97,16,2,Rye-like,N,Canada,Blend
1057,Canadian Rockies 21yo,8.94,8,3,Rye-like,N,Canada,Blend
1058,J.P. Wiseräó»s 35yo,8.94,13,5,Rye-like,N,Canada,Rye
1059,Sazerac 18yo,8.94,16,6,Rye-like,R4,USA,Rye
1060,J.P. Wiser's Dissertation,8.93,8,3,Rye-like,N,Canada,Blend
1061,High West Rendezvous Rye,8.92,18,4,Rye-like,R4,USA,Rye
1062,"Forty Creek Confederation Oak (Batch C, D)",8.91,3,3,Rye-like,N,Canada,Blend
1063,Michter's Barrel Strength Rye,8.9,6,4,Rye-like,R4,USA,Rye
1064,Willett Family Estate 6yo Rye,8.9,5,4,Rye-like,R4,USA,Rye
1065,Lot 40,8.89,22,2,Rye-like,N,Canada,Rye
1066,Amrut Rye,8.88,7,4,Rye-like,N,India,Rye
1067,Willett Family Estate 7yo Rye,8.88,5,4,Rye-like,R4,USA,Rye
1068,Masterson's Straight Rye 10yo,8.86,17,4,Rye-like,N,Canada,Rye
1069,Whistlepig The Boss Hog,8.86,11,5,Rye-like,N,Canada,Blend
1070,High West Double Rye Manhattan Barrel,8.85,5,3,Rye-like,R4,USA,Rye
1071,Crown Royal Hand Selected Barrel,8.84,10,3,Rye-like,N,Canada,Blend
1072,Michter's 10yo Single Barrel Rye,8.83,7,6,Rye-like,R4,USA,Rye
1073,Willett Family Estate 4yo Rye,8.83,8,3,Rye-like,R4,USA,Rye
1074,Forty Creek Heritage 2017,8.82,4,3,Rye-like,N,Canada,Blend
1075,"Forty Creek Confederation Oak (Batch A, B)",8.81,17,3,Rye-like,N,Canada,Blend
1076,J.P. Wiser's Union 52,8.81,10,3,Rye-like,N,Canada,Blend
1077,Whistlepig 10yo,8.81,16,4,Rye-like,N,Canada,Blend
1078,Forty Creek Port Wood Reserve 2011/2012,8.8,10,4,Rye-like,N,Canada,Blend
1079,J.P. Wiseräó»s Red Letter,8.79,13,4,Rye-like,N,Canada,Blend
1080,Willett Family Estate 5yo Rye,8.79,4,4,Rye-like,R4,USA,Rye
1081,Forty Creek Confederation Oak (All Batches),8.78,19,3,Rye-like,N,Canada,Blend
1082,Willett Family Estate 25yo Rye,8.77,3,6,Rye-like,R4,USA,Rye
1083,Forty Creek Heart of Gold,8.76,10,4,Rye-like,N,Canada,Blend
1084,Highwood Ninety Rye 20yo,8.75,12,2,Rye-like,N,Canada,Blend
1085,Willett Family Estate Rye (all ages),8.75,16,4,Rye-like,R4,USA,Rye
1086,High West Bourye,8.74,10,4,Rye-like,R4,USA,Blend
1087,Willett Family Estate 3yo Rye,8.74,8,3,Rye-like,R4,USA,Rye
1088,Pikesville Straight Rye,8.73,16,4,Rye-like,R4,USA,Rye
1089,Colonel E.H. Taylor Straight Rye,8.72,10,4,Rye-like,R4,USA,Rye
1090,High West Double Rye,8.72,17,2,Rye-like,R4,USA,Rye
1091,Century Reserve 21yo,8.71,11,2,Rye-like,N,Canada,Blend
1092,Forty Creek Double Barrel Reserve,8.71,12,3,Rye-like,N,Canada,Blend
1093,Millstone 100 Rye,8.71,9,4,Rye-like,N,Netherlands,Rye
1094,Forty Creek Copper Pot Reserve,8.7,14,0,Rye-like,N,Canada,Blend
1095,Russell's Reserve 6yo Rye,8.7,7,3,Rye-like,R4,USA,Rye
1096,Crown Royal Noble Collection Wine Barrel Finished,8.69,6,3,Rye-like,N,Canada,Blend
1097,Jack Daniel's Single Barrel Rye,8.68,6,3,Rye-like,R4,USA,Rye
1098,Pike Creek 21yo Speyside Cask Finish,8.68,9,4,Rye-like,N,Canada,Blend
1099,Angeläó»s Envy Rye (Rum-finished),8.67,10,4,Rye-like,R4,USA,Rye
1100,Michter's Single Barrel Straight Rye,8.66,11,3,Rye-like,R4,USA,Rye
1101,Alberta Rye Dark Batch,8.65,10,2,Rye-like,N,Canada,Blend
1102,Gooderham & Worts Four Grain,8.65,13,2,Rye-like,N,Canada,Blend
1103,Canadian Club 20yo,8.64,11,3,Rye-like,N,Canada,Blend
1104,FEW Rye Whisky,8.64,7,4,Rye-like,R4,USA,Rye
1105,Alberta Premium Dark Horse,8.62,17,0,Rye-like,N,Canada,Blend
1106,Crown Royal Monarch 75th Anniversary,8.62,12,3,Rye-like,N,Canada,Blend
1107,Gooderham & Worts 17yo Little Trinity Three Grain,8.62,9,4,Rye-like,N,Canada,Blend
1108,Masterson's Straight Wheat 12yo,8.62,9,4,Rye-like,N,Canada,Wheat
1109,Jefferson's Straight Rye 10yo,8.61,7,3,Rye-like,R4,USA,Rye
1110,Smooth Ambler Old Scout 7yo Rye,8.6,8,3,Rye-like,R4,USA,Rye
1111,Forty Creek Evolution,8.59,9,3,Rye-like,N,Canada,Blend
1112,Rittenhouse Rye 100 Proof,8.59,18,2,Rye-like,R4,USA,Rye
1113,Sazerac Straight Rye,8.58,15,2,Rye-like,R4,USA,Rye
1114,Crown Royal XO,8.57,8,3,Rye-like,N,Canada,Blend
1115,J.P. Wiseräó»s 18yo,8.57,18,3,Rye-like,N,Canada,Blend
1116,Masterson's Straight Barley 10yo,8.57,7,4,Rye-like,N,Canada,Barley
1117,Collingwood 21yo,8.56,13,3,Rye-like,N,Canada,Blend
1118,High West Double Rye Campfire Barrel,8.56,5,3,Rye-like,R4,USA,Rye
1119,Caribou Crossing Single Barrel,8.55,13,4,Rye-like,N,Canada,Blend
1120,Crown Royal Northern Harvest Rye,8.55,18,2,Rye-like,N,Canada,Blend
1121,Stalk & Barrel Rye,8.54,5,3,Rye-like,N,Canada,Blend
1122,Knob Creek Small Batch Straight Rye Whiskey,8.53,17,3,Rye-like,R4,USA,Rye
1123,Pike Creek 10yo Rum-finished,8.53,9,2,Rye-like,N,Canada,Blend
1124,"Forty Creek Confederation Oak (Batch E, F)",8.52,5,3,Rye-like,N,Canada,Blend
1125,J.P. Wiser's Small Batch,8.52,11,0,Rye-like,N,Canada,Blend
1126,Danfield's 21yo,8.51,13,2,Rye-like,N,Canada,Blend
1127,J.P. Wiseräó»s One Fifty,8.5,8,2,Rye-like,N,Canada,Blend
1128,Wild Turkey 101 Rye,8.48,13,2,Rye-like,R4,USA,Rye
1129,Willett Family Estate 2yo Rye,8.48,9,3,Rye-like,R4,USA,Rye
1130,Forty Creek Founder's Reserve,8.47,6,3,Rye-like,N,Canada,Blend
1131,Crown Royal Reserve,8.46,15,3,Rye-like,N,Canada,Blend
1132,George Dickel Rye,8.46,14,2,Rye-like,R4,USA,Rye
1133,Jim Beam Pre-Prohibition Rye,8.46,6,0,Rye-like,R4,USA,Rye
1134,J.P. Wiser's Triple Barrel Rye,8.45,6,0,Rye-like,N,Canada,Blend
1135,Prichardäó»s Rye,8.45,3,4,Rye-like,R4,USA,Rye
1136,Forty Creek Barrel Select,8.43,17,0,Rye-like,N,Canada,Blend
1137,High West Son of Bourye,8.43,12,3,Rye-like,R4,USA,Blend
1138,J.P. Wiseräó»s 15yo,8.42,6,3,Rye-like,N,Canada,Blend
1139,Stalk & Barrel Rye (Cask Strength),8.42,9,3,Rye-like,N,Canada,Blend
1140,Potter's Special Old,8.4,4,0,Rye-like,N,Canada,Blend
1141,High West Yippee Ki-Yay,8.39,8,4,Rye-like,R4,USA,Rye
1142,Woodford Reserve Straight Rye,8.39,10,2,Rye-like,R4,USA,Rye
1143,Canadian Club Reserve 10yo,8.37,9,2,Rye-like,N,Canada,Blend
1144,Crown Royal Noble Collection Cornerstone Blend,8.37,5,3,Rye-like,N,Canada,Blend
1145,Pike Creek 10yo Port-finished,8.35,13,2,Rye-like,N,Canada,Blend
1146,Stalk & Barrel Red Blend,8.35,5,2,Rye-like,N,Canada,Blend
1147,Centennial 10yo,8.34,6,0,Rye-like,N,Canada,Blend
1148,J.P. Wiser's Double Still Rye,8.34,8,0,Rye-like,N,Canada,Blend
1149,Forty Creek Three Grain Harmony,8.33,8,3,Rye-like,N,Canada,Blend
1150,Jack Daniel's Rested Tennessee Rye (Batch 1/2),8.32,4,3,Rye-like,R4,USA,Rye
1151,Bulleit Rye,8.31,18,2,Rye-like,R4,USA,Rye
1152,Canadian Club 100% Rye,8.3,16,0,Rye-like,N,Canada,Rye
1153,Yellow Rose Straight Rye,8.3,5,3,Rye-like,R4,USA,Rye
1154,Crown Royal Limited Edition,8.29,11,2,Rye-like,N,Canada,Blend
1155,66 Gilead Crimson Rye,8.27,7,2,Rye-like,N,Canada,Blend
1156,Alberta Springs 10yo,8.27,9,0,Rye-like,N,Canada,Blend
1157,Willett Family Estate Rye XCF 1.0,8.27,4,5,Rye-like,R4,USA,Rye
1158,Pendleton 1910,8.26,9,2,Rye-like,N,Canada,Blend
1159,Gibson's Bold 8yo,8.24,5,0,Rye-like,N,Canada,Blend
1160,Crown Royal Black,8.2,16,2,Rye-like,N,Canada,Blend
1161,Canadian Club Sherry Cask,8.19,8,2,Rye-like,N,Canada,Blend
1162,Stalk & Barrel 11+1 Canadian whisky,8.19,17,2,Rye-like,N,Canada,Blend
1163,Hiram Walker Special Old Rye,8.17,9,0,Rye-like,N,Canada,Blend
1164,Alberta Premium,8.16,12,0,Rye-like,N,Canada,Blend
1165,Canadian Club Classic 12yo (Small Batch),8.12,13,0,Rye-like,N,Canada,Blend
1166,Koval Single Barrel Rye,8.12,5,3,Rye-like,R4,USA,Rye
1167,Century Reserve Lot 15/25,8.11,6,0,Rye-like,N,Canada,Blend
1168,Coyote Ugly,8.08,5,0,Rye-like,N,Canada,Blend
1169,Canada Gold,8.07,5,0,Rye-like,N,Canada,Blend
1170,Canadian Mist Black Diamond,8.06,6,0,Rye-like,N,Canada,Blend
1171,Royal Canadian Small Batch,8.06,13,2,Rye-like,N,Canada,Blend
1172,Wild Turkey 81 Rye,8.05,7,2,Rye-like,R4,USA,Rye
1173,Collingwood,8.04,10,2,Rye-like,N,Canada,Blend
1174,Ezra Brooks Rye,8.04,3,0,Rye-like,R4,USA,Rye
1175,Gibson's Finest Sterling,8.01,9,0,Rye-like,N,Canada,Blend
1176,Canadian Club Reserve 9yo,8,5,0,Rye-like,N,Canada,Blend
1177,Twelve Barrels,8,5,2,Rye-like,N,Canada,Blend
1178,Jim Beam Rye,7.99,11,0,Rye-like,R4,USA,Rye
1179,Templeton Rye,7.99,7,3,Rye-like,R4,USA,Rye
1180,Highwood Ninety 5yo,7.98,8,0,Rye-like,N,Canada,Blend
1181,Pendleton (Let'er Buck),7.98,14,2,Rye-like,N,Canada,Blend
1182,J.P. Wiseräó»s Rye,7.97,9,0,Rye-like,N,Canada,Blend
1183,J.P. Wiser's Hopped,7.97,6,0,Rye-like,N,Canada,Blend
1184,Stalk & Barrel Blue Blend,7.94,4,2,Rye-like,N,Canada,Blend
1185,J.P. Wiser's Deluxe,7.93,11,0,Rye-like,N,Canada,Blend
1186,Wayne Gretzky No. 99 Red Cask,7.9,9,2,Rye-like,N,Canada,Blend
1187,Gibson's Finest 12yo,7.86,12,0,Rye-like,N,Canada,Blend
1188,Schenley Golden Wedding,7.81,10,0,Rye-like,N,Canada,Blend
1189,Rich and Rare,7.78,6,0,Rye-like,N,Canada,Blend
1190,Rich and Rare Reserve,7.76,7,0,Rye-like,N,Canada,Blend
1191,Black Velvet 3yo,7.74,9,0,Rye-like,N,Canada,Blend
1192,Seagram's VO,7.73,10,0,Rye-like,N,Canada,Blend
1193,Silk Tassel,7.69,4,0,Rye-like,N,Canada,Blend
1194,Canadian Mist,7.6,11,0,Rye-like,N,Canada,Blend
1195,Crown Royal,7.59,19,0,Rye-like,N,Canada,Blend
1196,8 Seconds,7.54,5,2,Rye-like,N,Canada,Blend
1197,J.P. Wiser's Special Blend,7.4,6,0,Rye-like,N,Canada,Blend
1198,Seagram's Canadian 83,7.34,7,0,Rye-like,N,Canada,Blend
1199,Canadian Club (Premium),7.31,18,0,Rye-like,N,Canada,Blend
1200,Black Velvet Reserve 8yo,7.24,3,0,Rye-like,N,Canada,Blend
1201,Proof Whisky,7.21,9,2,Rye-like,N,Canada,Blend
1202,Black Velvet Deluxe,7.12,8,0,Rye-like,N,Canada,Blend
1203,Ellington Reserve 8yo,6.91,4,0,Rye-like,N,Canada,Blend
1204,Willett Family Estate 22yo Bourbon,9.32,3,6,Bourbon-like,R2,USA,Bourbon
1205,Parkeräó»s Heritage 2nd 27yo Kentucky Straight Boubon,9.28,3,6,Bourbon-like,R1,USA,Bourbon
1206,Pappy Van Winkle Family Reserve Bourbon 20yo,9.25,14,6,Bourbon-like,R0,USA,Bourbon
1207,Pappy Van Winkle Family Reserve Bourbon 15yo,9.24,11,6,Bourbon-like,R0,USA,Bourbon
1208,William Larue Weller,9.24,16,6,Bourbon-like,R0,USA,Bourbon
1209,George T Stagg,9.2,23,6,Bourbon-like,R1,USA,Bourbon
1210,Parkeräó»s Heritage 7th 10yo Promise of Hope,9.2,9,6,Bourbon-like,R1,USA,Bourbon
1211,Willett Family Estate 24yo Bourbon,9.19,3,6,Bourbon-like,R2,USA,Bourbon
1212,Elijah Craig 21yo,9.16,6,6,Bourbon-like,R1,USA,Bourbon
1213,Wild Turkey 15yo American Spirit,9.13,3,6,Bourbon-like,R2,USA,Bourbon
1214,Parkeräó»s Heritage 4th 10yo Wheated Mash Bill Bourbon,9.09,5,6,Bourbon-like,R0,USA,Bourbon
1215,Parkeräó»s Heritage 5th 10yo Cognac Barrel Finished,9.07,9,6,Bourbon-like,R1,USA,Bourbon
1216,"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)",9.06,5,5,Bourbon-like,R1,USA,Bourbon
1217,Four Roses Small Batch Limited Edition,9.05,17,6,Bourbon-like,R3,USA,Bourbon
1218,Parkeräó»s Heritage 6th Blend of Mashbills,9.05,6,6,Bourbon-like,R1,USA,Bourbon
1219,William Heavenhill BiB,9.05,5,6,Bourbon-like,R2,USA,Bourbon
1220,Michter's 20yo Single Barrel Bourbon,9.04,5,6,Bourbon-like,R1,USA,Bourbon
1221,Parkeräó»s Heritage 11th 2017 11yo,9.04,4,5,Bourbon-like,R1,USA,Bourbon
1222,Willett Family Estate 8yo Bourbon,9.02,3,4,Bourbon-like,R2,USA,Bourbon
1223,Wild Turkey Master's Keep Decades,9.01,7,5,Bourbon-like,R2,USA,Bourbon
1224,Willett Family Estate Bourbon (all ages),8.96,16,4,Bourbon-like,R2,USA,Bourbon
1225,Blanton's Straight from the Barrel Bourbon,8.95,11,4,Bourbon-like,R2,USA,Bourbon
1226,Colonel E.H. Taylor Four Grain,8.94,6,4,Bourbon-like,R1,USA,Bourbon
1227,Willett Family Estate 17yo Bourbon,8.92,3,6,Bourbon-like,R2,USA,Bourbon
1228,Willett Family Estate 7yo Bourbon,8.92,3,4,Bourbon-like,R2,USA,Bourbon
1229,Heaven Hill Select Stock Barrel,8.91,3,5,Bourbon-like,R1,USA,Bourbon
1230,Colonel EH Taylor Barrel Proof,8.9,8,4,Bourbon-like,R1,USA,Bourbon
1231,Elijah Craig Barrel Proof,8.9,12,4,Bourbon-like,R1,USA,Bourbon
1232,Jack Daniel's 150th Anniversary,8.9,3,3,Bourbon-like,R1,USA,Bourbon
1233,Old Rip Van Winkle 10yo,8.89,11,6,Bourbon-like,R0,USA,Bourbon
1234,Wild Turkey 17yo Master's Keep,8.88,8,5,Bourbon-like,R2,USA,Bourbon
1235,Stagg Jr (batches 3-9),8.87,9,4,Bourbon-like,R1,USA,Bourbon
1236,Willett Family Estate 14yo Bourbon,8.86,3,6,Bourbon-like,R2,USA,Bourbon
1237,Eagle Rare 17yo,8.85,15,6,Bourbon-like,R1,USA,Bourbon
1238,Smooth Ambler Old Scout Single Barrel Bourbon,8.85,7,4,Bourbon-like,R1,USA,Bourbon
1239,W.L. Weller 12yo,8.85,17,5,Bourbon-like,R0,USA,Bourbon
1240,Wild Turkey Kentucky Spirit Single Barrel,8.85,14,3,Bourbon-like,R2,USA,Bourbon
1241,Angel's Envy Cask Strength,8.84,10,6,Bourbon-like,R2,USA,Bourbon
1242,Booker's Small Batch Straight Bourbon,8.84,21,3,Bourbon-like,R2,USA,Bourbon
1243,Colonel EH Taylor Single Barrel,8.84,9,4,Bourbon-like,R1,USA,Bourbon
1244,Jefferson's 18yo Presidential Select,8.82,9,6,Bourbon-like,R3,USA,Bourbon
1245,Old Forester 1920 Prohibition Style,8.81,5,4,Bourbon-like,R2,USA,Bourbon
1246,Pappy Van Winkle Family Reserve Bourbon 23yo,8.81,6,6,Bourbon-like,R0,USA,Bourbon
1247,Willett Family Estate 11yo Bourbon,8.81,5,6,Bourbon-like,R2,USA,Bourbon
1248,Maker's Mark Cask Strength,8.8,14,4,Bourbon-like,R0,USA,Bourbon
1249,Parkeräó»s Heritage 8th 13yo Wheat Whiskey,8.8,9,6,Bourbon-like,R0,USA,Bourbon
1250,Wild Turkey 14yo Tradition,8.8,5,5,Bourbon-like,R2,USA,Bourbon
1251,J.P. Wiser's Last Barrels,8.79,11,3,Bourbon-like,N,Canada,Blend
1252,Michter's 10yo Single Barrel Bourbon,8.79,11,6,Bourbon-like,R1,USA,Bourbon
1253,Wild Turkey Diamond Anniversary,8.79,7,5,Bourbon-like,R2,USA,Bourbon
1254,Bakeräó»s Kentucky Straight Bourbon 7yo,8.78,21,3,Bourbon-like,R2,USA,Bourbon
1255,Knob Creek Single Barrel Reserve Bourbon,8.78,14,3,Bourbon-like,R2,USA,Bourbon
1256,Old Forester Birthday (2012-2016),8.77,12,5,Bourbon-like,R2,USA,Bourbon
1257,Russell's Reserve Single Barrel,8.76,9,4,Bourbon-like,R2,USA,Bourbon
1258,Willett Family Estate 13yo Bourbon,8.76,3,6,Bourbon-like,R2,USA,Bourbon
1259,Henry McKenna 10yo Single Barrel BiB,8.75,12,2,Bourbon-like,R1,USA,Bourbon
1260,Jefferson's Ocean Aged at Sea,8.75,4,4,Bourbon-like,R3,USA,Bourbon
